"","tve_user_id","ft_start","ft_end"
"66111",16649991,2017-05-21,2017-06-20
"66112",16650967,2017-05-21,2017-06-20
"66113",16650959,2017-05-21,2017-06-20
"66114",16651920,2017-05-22,2017-06-21
"66115",16656392,2017-05-22,2017-06-21
"66116",16656488,2017-05-22,2017-06-21
"66117",16655877,2017-05-22,2017-06-21
"66118",16657667,2017-05-22,2017-06-21
"66119",16662019,2017-05-22,2017-06-21
"66120",16663555,2017-05-22,2017-06-21
"66121",16664034,2017-05-22,2017-06-21
"66122",16664705,2017-05-22,2017-06-21
"66123",16665562,2017-05-22,2017-06-21
"66124",16665785,2017-05-22,2017-06-21
"66125",16666728,2017-05-22,2017-06-21
"66126",16668090,2017-05-22,2017-06-21
"66127",16669403,2017-05-22,2017-06-21
"66128",16669499,2017-05-22,2017-06-21
"66129",16669563,2017-05-22,2017-06-21
"66130",16670919,2017-05-22,2017-06-21
"66131",16671402,2017-05-22,2017-06-21
"66132",16671488,2017-05-22,2017-06-21
"66133",16672349,2017-05-22,2017-06-21
"66134",16669343,2017-05-22,2017-06-21
"66135",16673208,2017-05-22,2017-06-21
"66136",16675428,2017-05-22,2017-06-21
"66137",16675718,2017-05-22,2017-06-21
"66138",16679928,2017-05-22,2017-06-21
"66139",16680550,2017-05-22,2017-06-21
"66140",16680823,2017-05-22,2017-06-21
"66141",16680822,2017-05-22,2017-06-21
"66142",16681058,2017-05-22,2017-06-21
"66143",16682976,2017-05-22,2017-06-21
"66144",16683117,2017-05-22,2017-06-21
"66145",16678482,2017-05-22,2017-06-21
"66146",16686046,2017-05-22,2017-06-21
"66147",16687301,2017-05-22,2017-06-21
"66148",16687854,2017-05-22,2017-06-21
"66149",16688131,2017-05-22,2017-06-21
"66150",16689709,2017-05-22,2017-06-21
"66151",16694469,2017-05-23,2017-06-22
"66152",16701737,2017-05-23,2017-06-22
"66153",16702642,2017-05-23,2017-06-22
"66154",16703787,2017-05-23,2017-06-22
"66155",16704408,2017-05-23,2017-06-22
"66156",16704518,2017-05-23,2017-06-22
"66157",16712644,2017-05-24,2017-06-23
"66158",16713087,2017-05-24,2017-06-23
"66159",16714595,2017-05-24,2017-06-23
"66160",16716115,2017-05-24,2017-06-23
"66161",16719325,2017-05-24,2017-06-23
"66162",16721140,2017-05-24,2017-06-23
"66163",16727031,2017-05-25,2017-06-24
"66164",16727501,2017-05-25,2017-06-24
"66165",16729005,2017-05-25,2017-06-24
"66166",16729940,2017-05-25,2017-06-24
"66167",16732975,2017-05-25,2017-06-24
"66168",16733554,2017-05-25,2017-06-24
"66169",16734962,2017-05-26,2017-06-25
"66170",16736948,2017-05-26,2017-06-25
"66171",16736996,2017-05-26,2017-06-25
"66172",16737579,2017-05-26,2017-06-25
"66173",16738178,2017-05-26,2017-06-25
"66174",16741899,2017-05-26,2017-06-25
"66175",16750012,2017-05-27,2017-06-26
"66176",16755407,2017-05-27,2017-06-26
"66177",16755448,2017-05-27,2017-06-26
"66178",16758665,2017-05-27,2017-06-26
"66179",16761672,2017-05-27,2017-06-26
"66180",16765456,2017-05-28,2017-06-27
"66181",16765788,2017-05-28,2017-06-27
"66182",16775678,2017-05-28,2017-06-27
"66183",16775938,2017-05-28,2017-06-27
"66184",16776289,2017-05-28,2017-06-27
"66185",16779388,2017-05-29,2017-06-28
"66186",16780063,2017-05-29,2017-06-28
"66187",16785288,2017-05-29,2017-06-28
"66188",16791174,2017-05-29,2017-06-28
"66189",16791813,2017-05-30,2017-06-29
"66190",16795867,2017-05-30,2017-06-29
"66191",16806245,2017-05-31,2017-06-30
"66192",16811216,2017-05-31,2017-06-30
"66193",16812900,2017-06-01,2017-07-01
"66194",16813803,2017-06-01,2017-07-01
"66195",16814016,2017-06-01,2017-07-01
"66196",16816849,2017-06-01,2017-07-01
"66197",16820957,2017-06-02,2017-07-02
"66198",16826463,2017-06-02,2017-07-02
"66199",16826576,2017-06-02,2017-07-02
"66200",16832510,2017-06-03,2017-07-03
"66201",16836959,2017-06-03,2017-07-03
"66202",16847707,2017-06-04,2017-07-04
"66203",16849893,2017-06-04,2017-07-04
"66204",16856627,2017-06-05,2017-07-05
"66205",16861458,2017-06-05,2017-07-05
"66206",16867097,2017-06-06,2017-07-06
"66207",16898978,2017-06-10,2017-07-10
"66208",16904062,2017-06-10,2017-07-10
"66209",16905553,2017-06-11,2017-07-11
"66210",16906025,2017-06-11,2017-07-11
"66211",16913044,2017-06-11,2017-07-11
"66212",16863399,2017-06-11,2017-07-11
"66213",16924239,2017-06-12,2017-07-12
"66214",16926603,2017-06-13,2017-07-13
"66215",16929974,2017-06-13,2017-07-13
"66216",16931194,2017-06-13,2017-07-13
"66217",16934616,2017-06-13,2017-07-13
"66218",16935353,2017-06-14,2017-07-14
"66219",16936993,2017-06-14,2017-07-14
"66220",16941117,2017-06-14,2017-07-14
"66221",16941870,2017-06-14,2017-07-14
"66222",16942209,2017-06-14,2017-07-14
"66223",16942894,2017-06-14,2017-07-14
"66224",16943149,2017-06-14,2017-07-14
"66225",16945905,2017-06-15,2017-07-15
"66226",16946191,2017-06-15,2017-07-15
"66227",16946924,2017-06-15,2017-07-15
"66228",16947498,2017-06-15,2017-07-15
"66229",16948626,2017-06-15,2017-07-15
"66230",16949703,2017-06-15,2017-07-15
"66231",16951250,2017-06-15,2017-07-15
"66232",16961746,2017-06-16,2017-07-16
"66233",16963817,2017-06-17,2017-07-17
"66234",16968155,2017-06-17,2017-07-17
"66235",16969045,2017-06-17,2017-07-17
"66236",16969190,2017-06-17,2017-07-17
"66237",16971151,2017-06-17,2017-07-17
"66238",16971999,2017-06-17,2017-07-17
"66239",16973544,2017-06-18,2017-07-18
"66240",16973687,2017-06-18,2017-07-18
"66241",16974279,2017-06-18,2017-07-18
"66242",16981583,2017-06-18,2017-07-18
"66243",16987011,2017-06-19,2017-07-19
"66244",16991722,2017-06-19,2017-07-19
"66245",16994191,2017-06-19,2017-07-19
"66246",16994956,2017-06-19,2017-07-19
"66247",16999779,2017-06-20,2017-07-20
"66248",17001285,2017-06-20,2017-07-20
"66249",17007201,2017-06-21,2017-06-28
"66250",15873687,2017-03-06,2017-03-13
"66251",15895224,2017-03-07,2017-03-14
"66252",15913768,2017-03-09,2017-03-16
"66253",15923162,2017-03-10,2017-03-17
"66254",15938277,2017-03-12,2017-03-19
"66255",15939911,2017-03-12,2017-03-19
"66256",15942555,2017-03-12,2017-03-19
"66257",15942640,2017-03-12,2017-03-19
"66258",15951075,2017-03-13,2017-03-20
"66259",15954636,2017-03-13,2017-03-20
"66260",15955586,2017-03-13,2017-03-20
"66261",15957627,2017-03-13,2017-03-20
"66262",15967431,2017-03-14,2017-03-21
"66263",15967451,2017-03-14,2017-03-21
"66264",15994999,2017-03-16,2017-03-23
"66265",13106604,2017-03-16,2017-03-23
"66266",16004464,2017-03-17,2017-03-24
"66267",16005006,2017-03-17,2017-03-24
"66268",16008581,2017-03-18,2017-03-25
"66269",16020101,2017-03-19,2017-03-26
"66270",16022546,2017-03-19,2017-03-26
"66271",16028207,2017-03-20,2017-03-27
"66272",16042873,2017-03-21,2017-03-28
"66273",16043526,2017-03-21,2017-03-28
"66274",16062981,2017-03-23,2017-03-30
"66275",16074784,2017-03-24,2017-03-31
"66276",16080281,2017-03-25,2017-04-01
"66277",16088861,2017-03-25,2017-04-24
"66278",16101895,2017-03-26,2017-04-02
"66279",16107297,2017-03-27,2017-04-03
"66280",16109624,2017-03-27,2017-04-03
"66281",16109828,2017-03-27,2017-04-03
"66282",16130077,2017-03-29,2017-04-05
"66283",16135930,2017-03-29,2017-04-05
"66284",16138815,2017-03-29,2017-04-05
"66285",16167890,2017-04-02,2017-04-09
"66286",16176763,2017-04-02,2017-04-09
"66287",16177701,2017-04-02,2017-04-09
"66288",16185435,2017-04-03,2017-04-10
"66289",16190319,2017-04-03,2017-04-10
"66290",17034210,2017-06-25,2017-07-25
"66291",17046278,2017-06-26,2017-07-03
"66292",17046880,2017-06-26,2017-07-03
"66293",17052698,2017-06-27,2017-07-27
"66294",17058972,2017-06-28,2017-07-05
"66295",17059218,2017-06-28,2017-07-05
"66296",17061405,2017-06-28,2017-07-05
"66297",17077994,2017-07-01,2017-07-08
"66298",17079726,2017-07-01,2017-07-08
"66299",17085077,2017-07-02,2017-08-01
"66300",17086605,2017-07-02,2017-07-09
"66301",17088609,2017-07-02,2017-07-09
"66302",17092363,2017-07-03,2017-07-10
"66303",17093161,2017-07-03,2017-07-10
"66304",17097691,2017-07-03,2017-07-10
"66305",17108900,2017-07-05,2017-07-12
"66306",17111185,2017-07-05,2017-07-12
"66307",17111526,2017-07-05,2017-07-12
"66308",17119253,2017-07-06,2017-07-13
"66309",17140869,2017-07-09,2017-07-16
"66310",17147898,2017-07-10,2017-07-17
"66311",17155531,2017-07-12,2017-07-19
"66312",15508968,2017-02-07,2017-02-14
"66313",15530072,2017-02-09,2017-02-16
"66314",15540435,2017-02-09,2017-02-16
"66315",15545037,2017-02-10,2017-02-17
"66316",15555116,2017-02-11,2017-02-18
"66317",15565334,2017-02-11,2017-02-18
"66318",15566591,2017-02-12,2017-02-19
"66319",15583102,2017-02-13,2017-02-20
"66320",15585571,2017-02-13,2017-02-20
"66321",15586163,2017-02-13,2017-02-20
"66322",15586269,2017-02-13,2017-02-20
"66323",15591625,2017-02-13,2017-02-20
"66324",15617215,2017-02-16,2017-02-23
"66325",15629783,2017-02-17,2017-02-24
"66326",15651189,2017-02-18,2017-02-25
"66327",15595544,2017-02-18,2017-02-25
"66328",15661053,2017-02-19,2017-02-26
"66329",15668934,2017-02-19,2017-02-26
"66330",15676487,2017-02-19,2017-02-26
"66331",15691872,2017-02-20,2017-02-27
"66332",15698497,2017-02-20,2017-02-27
"66333",15686415,2017-02-21,2017-02-28
"66334",15715018,2017-02-21,2017-02-28
"66335",15641896,2017-02-24,2017-03-03
"66336",15762558,2017-02-25,2017-03-27
"66337",15782747,2017-02-26,2017-03-05
"66338",15785298,2017-02-27,2017-03-06
"66339",15788896,2017-02-27,2017-03-06
"66340",15824677,2017-03-02,2017-03-09
"66341",15832945,2017-03-02,2017-03-09
"66342",15850925,2017-03-04,2017-03-11
"66343",15857955,2017-03-05,2017-03-12
"66344",15860507,2017-03-05,2017-03-12
"66345",15864014,2017-03-05,2017-04-04
"66346",15864191,2017-03-05,2017-04-04
"66347",15869499,2017-03-05,2017-03-12
"66348",16205816,2017-04-05,2017-04-12
"66349",16206718,2017-04-05,2017-04-12
"66350",16215302,2017-04-06,2017-04-13
"66351",16219313,2017-04-07,2017-04-14
"66352",16240016,2017-04-09,2017-04-16
"66353",16259533,2017-04-10,2017-04-17
"66354",16262712,2017-04-10,2017-04-17
"66355",16280572,2017-04-13,2017-04-20
"66356",16283416,2017-04-13,2017-04-20
"66357",16295600,2017-04-15,2017-04-22
"66358",16297561,2017-04-15,2017-04-22
"66359",16311417,2017-04-17,2017-04-24
"66360",16319072,2017-04-17,2017-04-24
"66361",16328300,2017-04-19,2017-04-26
"66362",16339489,2017-04-20,2017-04-27
"66363",16354368,2017-04-22,2017-04-29
"66364",17367285,2017-08-07,2017-08-14
"66365",17376448,2017-08-07,2017-08-14
"66366",17396367,2017-08-10,2017-09-09
"66367",17420982,2017-08-13,2017-08-20
"66368",17425442,2017-08-13,2017-08-20
"66369",17427171,2017-08-13,2017-08-20
"66370",17428976,2017-08-14,2017-08-21
"66371",17429586,2017-08-14,2017-08-21
"66372",17432604,2017-08-14,2017-08-21
"66373",17452359,2017-08-16,2017-09-15
"66374",17457696,2017-08-17,2017-08-24
"66375",17464774,2017-08-18,2017-08-25
"66376",17466084,2017-08-18,2017-08-25
"66377",17468246,2017-08-19,2017-08-26
"66378",17474048,2017-08-19,2017-08-26
"66379",17474996,2017-08-19,2017-08-26
"66380",17476056,2017-08-19,2017-08-26
"66381",17478782,2017-08-20,2017-09-19
"66382",17483371,2017-08-20,2017-08-27
"66383",17483599,2017-08-20,2017-08-27
"66384",17488401,2017-08-20,2017-08-27
"66385",17490006,2017-08-21,2017-08-28
"66386",17490181,2017-08-21,2017-08-28
"66387",17491826,2017-08-21,2017-08-28
"66388",17331080,2017-08-22,2017-08-29
"66389",17505250,2017-08-22,2017-08-29
"66390",17515626,2017-08-23,2017-08-30
"66391",17527466,2017-08-25,2017-09-01
"66392",17531629,2017-08-25,2017-09-01
"66393",17532598,2017-08-25,2017-09-01
"66394",17526244,2017-08-25,2017-09-01
"66395",17539277,2017-08-26,2017-09-02
"66396",17539597,2017-08-26,2017-09-02
"66397",17548787,2017-08-26,2017-09-02
"66398",17550210,2017-08-26,2017-09-02
"66399",17552459,2017-08-26,2017-09-02
"66400",17554877,2017-08-26,2017-09-02
"66401",17555042,2017-08-26,2017-09-02
"66402",17563278,2017-08-26,2017-09-02
"66403",17564494,2017-08-26,2017-09-02
"66404",17573553,2017-08-26,2017-09-25
"66405",17575713,2017-08-26,2017-09-02
"66406",17576861,2017-08-26,2017-09-25
"66407",17559365,2017-08-27,2017-09-03
"66408",17585803,2017-08-27,2017-09-03
"66409",17587884,2017-08-27,2017-09-03
"66410",17588855,2017-08-27,2017-09-26
"66411",17590370,2017-08-27,2017-09-26
"66412",17592124,2017-08-27,2017-09-26
"66413",17591197,2017-08-27,2017-09-03
"66414",17594365,2017-08-27,2017-09-03
"66415",17595830,2017-08-27,2017-09-03
"66416",17592563,2017-08-27,2017-09-03
"66417",17596475,2017-08-27,2017-09-03
"66418",17601266,2017-08-27,2017-09-03
"66419",17601201,2017-08-27,2017-09-03
"66420",17601749,2017-08-27,2017-09-03
"66421",17603199,2017-08-27,2017-09-03
"66422",17604027,2017-08-27,2017-09-03
"66423",17605479,2017-08-27,2017-09-03
"66424",17606829,2017-08-27,2017-09-03
"66425",17609117,2017-08-27,2017-09-26
"66426",17610047,2017-08-27,2017-09-26
"66427",17614476,2017-08-27,2017-09-03
"66428",17615602,2017-08-27,2017-09-26
"66429",17615354,2017-08-27,2017-09-03
"66430",17616280,2017-08-27,2017-09-03
"66431",17616155,2017-08-27,2017-09-26
"66432",17617803,2017-08-27,2017-09-03
"66433",17618735,2017-08-27,2017-09-26
"66434",17619009,2017-08-27,2017-09-26
"66435",17620815,2017-08-27,2017-09-03
"66436",17621561,2017-08-27,2017-09-03
"66437",17621936,2017-08-27,2017-09-03
"66438",17622774,2017-08-27,2017-09-03
"66439",17623180,2017-08-27,2017-09-03
"66440",17627170,2017-08-27,2017-09-03
"66441",17627109,2017-08-27,2017-09-03
"66442",17630983,2017-08-27,2017-09-03
"66443",17639354,2017-08-27,2017-09-26
"66444",13797710,2017-08-27,2017-09-03
"66445",17643691,2017-08-27,2017-09-03
"66446",17184282,2017-07-16,2017-07-23
"66447",17194277,2017-07-17,2017-07-24
"66448",17195581,2017-07-17,2017-07-24
"66449",17198028,2017-07-18,2017-07-25
"66450",17203107,2017-07-19,2017-07-26
"66451",17207004,2017-07-19,2017-07-26
"66452",17207995,2017-07-19,2017-08-18
"66453",17208160,2017-07-19,2017-08-18
"66454",17208380,2017-07-19,2017-07-26
"66455",17227376,2017-07-23,2017-07-30
"66456",17227510,2017-07-23,2017-07-30
"66457",17229862,2017-07-23,2017-07-30
"66458",17237870,2017-07-24,2017-07-31
"66459",17241509,2017-07-25,2017-08-01
"66460",17253895,2017-07-26,2017-08-25
"66461",16360011,2017-04-23,2017-04-30
"66462",17266915,2017-07-29,2017-08-05
"66463",17268654,2017-07-29,2017-08-05
"66464",17278295,2017-07-29,2017-08-05
"66465",17279837,2017-07-29,2017-08-05
"66466",17280279,2017-07-29,2017-08-05
"66467",17280174,2017-07-29,2017-08-05
"66468",17281584,2017-07-29,2017-08-05
"66469",17280986,2017-07-30,2017-08-06
"66470",17283649,2017-07-30,2017-08-06
"66471",17282909,2017-07-30,2017-08-06
"66472",17285217,2017-07-30,2017-08-06
"66473",17285774,2017-07-30,2017-08-06
"66474",17286535,2017-07-30,2017-08-06
"66475",17289029,2017-07-30,2017-08-06
"66476",17294066,2017-07-30,2017-08-06
"66477",17293668,2017-07-30,2017-08-06
"66478",17294642,2017-07-30,2017-08-06
"66479",17293355,2017-07-30,2017-08-06
"66480",17300008,2017-07-30,2017-08-06
"66481",17300498,2017-07-30,2017-08-06
"66482",17302242,2017-07-30,2017-08-06
"66483",17303107,2017-07-30,2017-08-06
"66484",17305675,2017-07-30,2017-08-06
"66485",17325337,2017-08-02,2017-08-09
"66486",17327086,2017-08-02,2017-08-09
"66487",17335475,2017-08-03,2017-08-10
"66488",17348126,2017-08-05,2017-08-12
"66489",17348242,2017-08-05,2017-08-12
"66490",13304214,2017-08-06,2017-08-13
"66491",17355375,2017-08-06,2017-08-13
"66492",17674305,2017-08-31,2017-09-07
"66493",17688600,2017-09-02,2017-09-09
"66494",17694611,2017-09-03,2017-10-03
"66495",17695794,2017-09-03,2017-10-03
"66496",17697466,2017-09-03,2017-09-10
"66497",17705718,2017-09-03,2017-09-10
"66498",17714375,2017-09-04,2017-09-11
"66499",17739691,2017-09-08,2017-09-15
"66500",17742733,2017-09-08,2017-09-15
"66501",17747512,2017-09-09,2017-09-16
"66502",17748725,2017-09-09,2017-09-16
"66503",17753264,2017-09-10,2017-09-17
"66504",17754286,2017-09-10,2017-10-10
"66505",16898493,2017-09-11,2017-09-18
"66506",17763082,2017-09-11,2017-09-18
"66507",17767885,2017-09-11,2017-09-18
"66508",17787434,2017-09-14,2017-09-21
"66509",17816117,2017-09-18,2017-09-25
"66510",17816484,2017-09-18,2017-09-25
"66511",17820890,2017-09-19,2017-09-26
"66512",16763483,2017-05-28,2017-06-27
"66513",16728912,2017-05-28,2017-06-27
"66514",16773743,2017-05-28,2017-06-27
"66515",16774628,2017-05-28,2017-06-27
"66516",10917767,2017-05-29,2017-06-28
"66517",16790677,2017-05-29,2017-06-28
"66518",16792869,2017-05-30,2017-06-29
"66519",16793980,2017-05-30,2017-06-29
"66520",12988949,2017-05-30,2017-06-29
"66521",16800949,2017-05-30,2017-06-29
"66522",16801092,2017-05-30,2017-06-29
"66523",16813057,2017-06-01,2017-07-01
"66524",16819782,2017-06-01,2017-07-01
"66525",16830337,2017-06-03,2017-07-03
"66526",16831532,2017-06-03,2017-07-03
"66527",16838881,2017-06-04,2017-07-04
"66528",16847102,2017-06-04,2017-07-04
"66529",16850466,2017-06-04,2017-07-04
"66530",16854775,2017-06-05,2017-07-05
"66531",16854702,2017-06-05,2017-07-05
"66532",16858549,2017-06-05,2017-07-05
"66533",16726705,2017-06-06,2017-07-06
"66534",16791780,2017-06-06,2017-07-06
"66535",16872587,2017-06-07,2017-07-07
"66536",16882022,2017-06-08,2017-07-08
"66537",16882414,2017-06-08,2017-07-08
"66538",16886857,2017-06-08,2017-07-08
"66539",16887273,2017-06-08,2017-07-08
"66540",16889679,2017-06-09,2017-07-09
"66541",16891979,2017-06-09,2017-07-09
"66542",16903118,2017-06-10,2017-07-10
"66543",16909161,2017-06-11,2017-07-11
"66544",16911249,2017-06-11,2017-07-11
"66545",16912531,2017-06-11,2017-07-11
"66546",16920401,2017-06-12,2017-07-12
"66547",16921790,2017-06-12,2017-07-12
"66548",16923864,2017-06-12,2017-07-12
"66549",16924128,2017-06-12,2017-07-12
"66550",16925272,2017-06-12,2017-07-12
"66551",16926227,2017-06-13,2017-07-13
"66552",16928702,2017-06-13,2017-07-13
"66553",16930121,2017-06-13,2017-07-13
"66554",16930152,2017-06-13,2017-07-13
"66555",16935660,2017-06-14,2017-07-14
"66556",16936041,2017-06-14,2017-07-14
"66557",16939194,2017-06-14,2017-07-14
"66558",16946427,2017-06-15,2017-07-15
"66559",16947864,2017-06-15,2017-07-15
"66560",16950112,2017-06-15,2017-07-15
"66561",16955812,2017-06-16,2017-07-16
"66562",16959551,2017-06-16,2017-07-16
"66563",16962478,2017-06-17,2017-07-17
"66564",16920101,2017-06-17,2017-07-17
"66565",16968808,2017-06-17,2017-07-17
"66566",16968852,2017-06-17,2017-07-17
"66567",16972856,2017-06-17,2017-07-17
"66568",16973419,2017-06-18,2017-07-18
"66569",16975995,2017-06-18,2017-07-18
"66570",16979413,2017-06-18,2017-07-18
"66571",16980814,2017-06-18,2017-07-18
"66572",16984356,2017-06-18,2017-07-18
"66573",16992266,2017-06-19,2017-07-19
"66574",17000689,2017-06-20,2017-07-20
"66575",17002887,2017-06-20,2017-06-27
"66576",17005153,2017-06-21,2017-06-28
"66577",17006103,2017-06-21,2017-06-28
"66578",17016773,2017-06-22,2017-06-29
"66579",17017492,2017-06-22,2017-06-29
"66580",17023305,2017-06-23,2017-06-30
"66581",17026137,2017-06-24,2017-07-01
"66582",17045295,2017-06-26,2017-07-03
"66583",17046830,2017-06-26,2017-07-03
"66584",17048455,2017-06-26,2017-07-03
"66585",17051939,2017-06-27,2017-07-04
"66586",17054250,2017-06-27,2017-07-04
"66587",17031013,2017-06-27,2017-07-04
"66588",17071504,2017-06-30,2017-07-07
"66589",14275890,2017-06-30,2017-07-07
"66590",14992575,2017-01-03,2017-01-10
"66591",15007103,2017-01-04,2017-01-11
"66592",15015052,2017-01-04,2017-01-11
"66593",15023556,2017-01-05,2017-01-12
"66594",15030483,2017-01-05,2017-01-12
"66595",15033340,2017-01-06,2017-01-13
"66596",15050368,2017-01-07,2017-01-14
"66597",15056661,2017-01-07,2017-01-14
"66598",15057005,2017-01-07,2017-01-14
"66599",15064635,2017-01-07,2017-01-14
"66600",15067429,2017-01-08,2017-02-07
"66601",15069437,2017-01-08,2017-01-15
"66602",15069979,2017-01-08,2017-01-15
"66603",15070400,2017-01-08,2017-01-15
"66604",15091822,2017-01-09,2017-01-16
"66605",15091892,2017-01-09,2017-01-16
"66606",15127474,2017-01-12,2017-01-19
"66607",15147385,2017-01-13,2017-01-20
"66608",13488970,2017-01-14,2017-01-21
"66609",15148589,2017-01-14,2017-01-21
"66610",15166089,2017-01-14,2017-01-21
"66611",15169393,2017-01-15,2017-01-22
"66612",15170835,2017-01-15,2017-01-22
"66613",15173686,2017-01-15,2017-01-22
"66614",15184102,2017-01-15,2017-01-22
"66615",15185556,2017-01-15,2017-01-22
"66616",15185965,2017-01-15,2017-01-22
"66617",15189682,2017-01-16,2017-01-23
"66618",15194849,2017-01-16,2017-01-23
"66619",15198857,2017-01-16,2017-01-23
"66620",15201106,2017-01-16,2017-01-23
"66621",15201264,2017-01-16,2017-01-23
"66622",15207459,2017-01-16,2017-01-23
"66623",15209033,2017-01-16,2017-01-23
"66624",11378674,2017-01-16,2017-01-23
"66625",15214401,2017-01-17,2017-01-24
"66626",15225263,2017-01-17,2017-01-24
"66627",15229524,2017-01-17,2017-01-24
"66628",15245333,2017-01-19,2017-01-26
"66629",15256431,2017-01-19,2017-01-26
"66630",15260132,2017-01-20,2017-01-27
"66631",15267228,2017-01-20,2017-02-19
"66632",15290730,2017-01-22,2017-01-29
"66633",17090815,2017-07-02,2017-07-09
"66634",17099618,2017-07-03,2017-07-10
"66635",17091130,2017-07-04,2017-07-11
"66636",17104729,2017-07-04,2017-07-11
"66637",17106723,2017-07-04,2017-07-11
"66638",17107457,2017-07-05,2017-07-12
"66639",17125529,2017-07-07,2017-07-14
"66640",17129122,2017-07-08,2017-07-15
"66641",17132782,2017-07-08,2017-07-15
"66642",17141794,2017-07-10,2017-07-17
"66643",17143498,2017-07-10,2017-07-17
"66644",17153347,2017-07-11,2017-07-18
"66645",17157388,2017-07-12,2017-07-19
"66646",17170252,2017-07-14,2017-07-21
"66647",17191205,2017-07-17,2017-07-24
"66648",17191797,2017-07-17,2017-07-24
"66649",17207256,2017-07-19,2017-07-26
"66650",17208348,2017-07-19,2017-07-26
"66651",17208498,2017-07-19,2017-08-18
"66652",17214752,2017-07-21,2017-07-28
"66653",17216128,2017-07-21,2017-07-28
"66654",16691503,2017-07-21,2017-07-28
"66655",17227065,2017-07-23,2017-08-22
"66656",17227558,2017-07-23,2017-08-22
"66657",17227746,2017-07-23,2017-08-22
"66658",17231161,2017-07-23,2017-07-30
"66659",17233269,2017-07-23,2017-07-30
"66660",17234373,2017-07-24,2017-07-31
"66661",17240475,2017-07-24,2017-07-31
"66662",17247675,2017-07-25,2017-08-01
"66663",17247729,2017-07-25,2017-08-01
"66664",17253920,2017-07-26,2017-08-02
"66665",17258462,2017-07-27,2017-08-03
"66666",17265837,2017-07-28,2017-08-04
"66667",17266837,2017-07-29,2017-08-05
"66668",17268236,2017-07-29,2017-08-05
"66669",17273324,2017-07-29,2017-08-05
"66670",17279168,2017-07-29,2017-08-05
"66671",17280477,2017-07-29,2017-08-05
"66672",17280819,2017-07-29,2017-08-05
"66673",17281340,2017-07-29,2017-08-05
"66674",17283200,2017-07-30,2017-08-06
"66675",17283439,2017-07-30,2017-08-06
"66676",17285251,2017-07-30,2017-08-06
"66677",17285472,2017-07-30,2017-08-06
"66678",17285926,2017-07-30,2017-08-06
"66679",17286672,2017-07-30,2017-08-06
"66680",17288797,2017-07-30,2017-08-06
"66681",17289278,2017-07-30,2017-08-06
"66682",17289744,2017-07-30,2017-08-06
"66683",17289945,2017-07-30,2017-08-06
"66684",17291131,2017-07-30,2017-08-06
"66685",17292074,2017-07-30,2017-08-06
"66686",17293048,2017-07-30,2017-08-06
"66687",17293120,2017-07-30,2017-08-06
"66688",17298455,2017-07-30,2017-08-06
"66689",17296924,2017-07-30,2017-08-06
"66690",17300309,2017-07-30,2017-08-06
"66691",17300291,2017-07-30,2017-08-06
"66692",17302507,2017-07-30,2017-08-06
"66693",17307781,2017-07-30,2017-08-06
"66694",17308584,2017-07-30,2017-08-06
"66695",17310443,2017-07-31,2017-08-07
"66696",17312502,2017-07-31,2017-08-07
"66697",17312894,2017-07-31,2017-08-07
"66698",17325341,2017-08-02,2017-08-09
"66699",17325440,2017-08-02,2017-08-09
"66700",17330305,2017-08-02,2017-08-09
"66701",17183072,2017-08-03,2017-08-10
"66702",17341194,2017-08-04,2017-08-11
"66703",17352958,2017-08-06,2017-08-13
"66704",17353646,2017-08-06,2017-08-13
"66705",17361596,2017-08-06,2017-08-13
"66706",17369632,2017-08-07,2017-08-14
"66707",17403283,2017-08-11,2017-08-18
"66708",17410605,2017-08-12,2017-08-19
"66709",17415584,2017-08-12,2017-08-19
"66710",17426163,2017-08-13,2017-08-20
"66711",16198878,2017-04-04,2017-04-11
"66712",16217909,2017-04-06,2017-04-13
"66713",16218768,2017-04-06,2017-04-13
"66714",16252863,2017-04-10,2017-04-17
"66715",14430750,2017-04-10,2017-04-17
"66716",16265292,2017-04-11,2017-04-18
"66717",16267270,2017-04-11,2017-04-18
"66718",16271141,2017-04-11,2017-04-18
"66719",16272269,2017-04-12,2017-04-19
"66720",16287109,2017-04-14,2017-04-21
"66721",16288694,2017-04-14,2017-04-21
"66722",16305917,2017-04-16,2017-04-23
"66723",16319867,2017-04-17,2017-04-24
"66724",16327417,2017-04-18,2017-04-25
"66725",16328110,2017-04-18,2017-04-25
"66726",16329915,2017-04-19,2017-04-26
"66727",16331518,2017-04-19,2017-04-26
"66728",16335906,2017-04-20,2017-04-27
"66729",16342177,2017-04-21,2017-04-28
"66730",16359686,2017-04-23,2017-04-30
"66731",16362874,2017-04-23,2017-04-30
"66732",16364369,2017-04-23,2017-04-30
"66733",16365314,2017-04-23,2017-04-30
"66734",16367347,2017-04-23,2017-04-30
"66735",16370044,2017-04-23,2017-04-30
"66736",16410851,2017-04-29,2017-05-06
"66737",16411353,2017-04-29,2017-05-06
"66738",16413523,2017-04-29,2017-05-06
"66739",16415828,2017-04-29,2017-05-06
"66740",16417545,2017-04-29,2017-05-06
"66741",16417870,2017-04-29,2017-05-06
"66742",16421343,2017-04-29,2017-05-06
"66743",16422630,2017-04-29,2017-05-06
"66744",16422556,2017-04-29,2017-05-06
"66745",16426452,2017-04-29,2017-05-06
